SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_WORK_PHONE,OCCUPATION_TYPE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LIVINGAREA_AVG,APARTMENTS_MODE,FLOORSMAX_MODE,APARTMENTS_MEDI,YEARS_BEGINEXPLUATATION_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,TOTALAREA_MODE,WALLSMATERIAL_MODE,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_8,FLAG_DOCUMENT_18,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_QRT,DOCUMENT_COUNT,NEW_DOC_KURT,AGE_RANGE,EXT_SOURCES_PROD,EXT_SOURCES_WEIGHTED,EXT_SOURCES_MIN,EXT_SOURCES_MAX,EXT_SOURCES_MEAN,EXT_SOURCES_NANMEDIAN,EXT_SOURCES_VAR,CREDIT_TO_ANNUITY_RATIO,CREDIT_TO_GOODS_RATIO,ANNUITY_TO_INCOME_RATIO,CREDIT_TO_INCOME_RATIO,INCOME_TO_EMPLOYED_RATIO,INCOME_TO_BIRTH_RATIO,EMPLOYED_TO_BIRTH_RATIO,ID_TO_BIRTH_RATIO,CAR_TO_BIRTH_RATIO,CAR_TO_EMPLOYED_RATIO,PHONE_TO_BIRTH_RATIO,GROUP_EXT_SOURCES_MEDIAN,GROUP_EXT_SOURCES_STD,GROUP_INCOME_MEAN,GROUP_INCOME_STD,GROUP_CREDIT_TO_ANNUITY_MEAN,GROUP_CREDIT_TO_ANNUITY_STD,GROUP_CREDIT_MEAN,GROUP_ANNUITY_MEAN,GROUP_ANNUITY_STD
420787,0,0,1,202500.0,934002.0,59688.0,855000.0,0,0,1,1,0,0.01003,-11905,-1157.0,-5450.0,-4291,22.0,0,5,2,2,6,0,0,0,9,0.571,0.563,0.5654,0.2052,0.1724,0.375,0.2135,0.209,0.375,0.2072,0.987,0.1724,0.375,0.2073,2,0.0,0.0,-1475.0,0,1,0,0.0,0.0,0.0,1,20.0,2,0.1818,3.402,0.563,0.571,0.5664,0.5654,1.06e-05,15.65,1.093,0.2947,4.613,-175.02160760587728,-17.02,0.09717,0.3604,-0.001848,-0.01901,0.1239,0.485,0.1417,196681.95,100109.5,19.4,7.82,612653.2,31505.246,16860.219
420789,0,1,1,135000.0,450000.0,23107.5,450000.0,3,2,0,2,0,0.03076,-17540,-3996.0,-9336.0,-1078,21.0,1,5,2,2,6,0,0,1,9,0.6406,0.5522,0.7075,,,,,,,,,,,,-1,1.0,1.0,-2484.0,1,0,0,0.0,0.0,0.0,1,20.0,3,0.2505,3.957,0.5522,0.7075,0.634,0.6406,0.00406,19.47,1.0,0.1711,3.334,-33.77533149862397,-7.695,0.2279,0.06146,-0.001197,-0.005253,0.1416,0.5435,0.1372,146143.64,68061.766,21.52,7.484,598081.5,27372.56,13204.811
420792,0,0,1,87750.0,677664.0,34731.0,585000.0,1,0,0,1,0,0.003813,-12703,-157.0,-93.0,-160,13.0,0,5,2,2,2,0,0,1,14,0.574,0.448,0.7754,,,,,,,,,,,,-1,0.0,0.0,,1,0,0,0.0,0.0,1.0,1,20.0,2,0.1993,3.922,0.448,0.7754,0.599,0.574,0.01814,19.52,1.158,0.3958,7.723,-558.9171974522293,-6.906,0.01236,0.012596,-0.001023,-0.0828,,0.501,0.1385,170049.12,83574.29,18.62,7.31,576873.06,30452.127,15309.621
420797,0,0,0,135000.0,547272.0,43236.0,495000.0,0,2,0,0,0,0.04623,-8129,-541.0,-6290.0,-806,,1,0,1,1,2,0,0,1,0,0.1423,0.6865,,0.0856,0.2069,0.1667,0.0822,0.0872,0.1667,0.0864,0.982,0.2069,0.1667,0.2355,2,1.0,1.0,-744.0,1,0,0,,,,1,20.0,1,,,0.1423,0.6865,0.4143,0.4143,0.074,12.66,1.105,0.3203,4.055,-249.53789279112755,-16.61,0.0665,0.0991,,,0.09155,0.365,0.1425,160036.75,59460.727,17.16,6.188,423946.06,24847.926,12190.207
420814,0,1,0,135000.0,540000.0,31000.5,540000.0,0,0,0,1,0,0.01096,-11330,-2080.0,-9420.0,-1714,,0,1,2,2,0,0,0,0,35,0.822,0.5015,0.494,0.3804,0.3447,0.3333,0.392,0.3877,0.3333,0.384,0.9873,0.3447,0.3333,0.4126,0,0.0,0.0,-1058.0,1,0,0,0.0,0.0,0.0,1,20.0,2,0.2035,3.627,0.494,0.822,0.6055,0.5015,0.02333,17.42,1.0,0.2296,4.0,-64.93506493506493,-11.914,0.1835,0.1512,,,0.0934,0.4624,0.1346,156058.0,72791.04,21.48,7.676,571374.7,25871.344,11726.006
420833,0,1,0,157500.0,558706.5,48082.5,495000.0,0,0,0,1,0,0.008865,-10249,-686.0,-362.0,-2860,,0,0,2,2,1,0,0,0,0,0.3132,0.6367,0.0908,0.0165,0.069,0.0417,0.0088,0.0168,0.0417,0.0167,0.9805,0.069,0.0417,0.012,0,0.0,0.0,-1441.0,1,0,0,0.0,0.0,2.0,1,20.0,2,0.01811,1.535,0.0908,0.6367,0.347,0.3132,0.05023,11.62,1.129,0.3052,3.547,-229.59183673469389,-15.37,0.06696,0.279,,,0.1406,0.4727,0.1387,143385.16,61374.63,20.08,7.14,517675.38,25186.633,12483.606
420839,0,0,0,450000.0,675000.0,34465.5,675000.0,0,0,1,1,0,0.04623,-11990,-235.0,-678.0,-1713,,0,1,1,1,0,0,0,0,37,0.492,0.7183,0.458,0.1855,0.1724,0.3333,0.1946,0.1891,0.3333,0.1874,0.9863,0.1724,0.3333,0.1531,2,1.0,1.0,-544.0,1,0,0,0.0,0.0,1.0,1,20.0,2,0.1617,3.076,0.458,0.7183,0.556,0.492,0.013336,19.58,1.0,0.0766,1.5,-1914.8936170212767,-37.53,0.01959,0.1428,,,0.04538,0.5005,0.1268,238526.16,127138.99,23.1,8.63,614525.94,25581.4,14004.173
420841,0,1,0,90000.0,675000.0,21775.5,675000.0,0,0,0,1,0,0.02516,-19075,-2260.0,-989.0,-2609,,1,7,2,2,0,0,0,1,9,,0.6523,0.354,0.0165,0.069,0.0417,0.0133,0.0168,0.0417,0.0167,0.9727,0.069,0.0417,0.0105,0,0.0,0.0,-1884.0,1,0,0,0.0,0.0,1.0,1,20.0,4,,,0.354,0.6523,0.503,0.503,0.02222,31.0,1.0,0.242,7.5,-39.80539584254755,-4.72,0.1185,0.1367,,,0.09875,0.55,0.1447,144935.53,57730.34,21.53,7.38,531798.6,24653.99,12520.413
420843,0,0,1,225000.0,1096020.0,52857.0,900000.0,0,0,1,1,0,0.006306,-12124,-578.0,-5164.0,-2928,5.0,0,3,3,3,4,0,0,0,0,0.308,0.689,0.501,0.1155,0.138,0.3333,0.206,0.1176,0.3333,0.1166,0.9917,0.138,0.3333,0.1964,0,0.0,0.0,-2039.0,1,0,0,0.0,0.0,2.0,1,20.0,2,0.1063,2.809,0.308,0.689,0.4993,0.501,0.02415,20.73,1.218,0.2349,4.87,-389.2733564013841,-18.56,0.04767,0.2415,-0.0004125,-0.00865,0.1682,0.529,0.1306,341466.1,238014.23,20.67,8.305,786992.3,38770.965,20535.66
420844,0,1,0,157500.0,425844.0,30415.5,364500.0,0,0,1,0,0,0.02025,-16497,-1979.0,-7388.0,-47,,0,11,3,3,0,0,0,1,4,0.381,0.2249,0.564,0.0928,0.2069,0.1667,0.087,0.0945,0.1667,0.0937,0.978,0.2069,0.1667,0.0684,2,0.0,0.0,,1,0,0,0.0,0.0,0.0,1,20.0,3,0.0483,2.678,0.2249,0.564,0.39,0.381,0.0192,14.0,1.168,0.1931,2.703,-79.5856493178373,-9.55,0.11993,0.00285,,,,0.594,0.1033,200767.1,105385.62,22.86,7.02,783107.5,33379.977,16494.156
420847,0,0,1,180000.0,156384.0,18688.5,135000.0,0,0,0,0,0,0.0188,-8488,-507.0,-3316.0,-1072,14.0,0,4,2,2,6,0,0,0,0,,0.1375,,,,,,,,,,,,,-1,0.0,0.0,,0,1,0,,,,1,20.0,1,,,0.1375,0.1375,0.1375,0.1375,0.0,8.37,1.158,0.1038,0.8687,-355.0295857988166,-21.2,0.05972,0.1263,-0.00165,-0.02762,,0.374,0.1439,169645.23,61295.65,17.33,6.934,454361.66,26203.896,11902.571
420849,0,0,0,90000.0,440784.0,28300.5,360000.0,0,0,1,1,2,0.00496,-13834,-5892.0,-7268.0,-4717,,0,1,2,2,6,0,0,1,18,0.6494,0.6187,0.7295,,,,,,,,,,,,-1,0.0,0.0,-28.0,1,0,0,0.0,0.0,1.0,1,20.0,2,0.2932,4.105,0.6187,0.7295,0.666,0.6494,0.00218,15.58,1.225,0.3145,4.9,-15.274949083503055,-6.504,0.426,0.341,,,0.002024,0.5073,0.1285,259324.75,115018.734,20.14,8.44,697893.25,34189.332,19498.29
420851,0,0,1,180000.0,283500.0,14602.5,283500.0,0,0,1,1,4,0.00712,-11327,-2852.0,-556.0,-3998,20.0,0,4,2,2,5,0,0,0,18,0.2773,0.4934,0.2152,,,,,,,,,,,,-1,0.0,0.0,-1875.0,1,0,0,0.0,0.0,0.0,1,20.0,2,0.02943,1.693,0.2152,0.4934,0.3286,0.2773,0.01421,19.42,1.0,0.0811,1.575,-63.13574184496668,-15.89,0.2517,0.353,-0.001765,-0.007015,0.1655,0.508,0.08905,198000.0,73331.44,17.23,5.676,367868.7,21292.2,7652.4937
420853,0,1,0,90000.0,622413.0,33894.0,495000.0,0,0,1,1,0,0.006306,-16861,-1680.0,-9330.0,-273,,0,11,3,3,1,0,0,0,7,,0.4944,0.8247,,,,,,,,,,,,-1,0.0,0.0,-944.0,1,0,0,0.0,0.0,1.0,1,20.0,3,,,0.4944,0.8247,0.6597,0.6597,0.02725,18.36,1.258,0.3767,6.914,-53.57142857142857,-5.336,0.0996,0.01619,,,0.056,0.5757,0.1086,202687.5,76292.32,24.55,8.45,745382.25,30516.0,13017.135
420854,0,1,0,90000.0,661702.5,37984.5,598500.0,0,0,0,1,0,0.0191,-12143,-2600.0,-1468.0,-1579,,0,0,2,2,4,0,0,1,9,0.3584,0.641,0.3623,,,,,,,,,,,,-1,1.0,1.0,-1057.0,1,0,0,0.0,0.0,1.0,1,20.0,2,0.08325,2.445,0.3584,0.641,0.4539,0.3623,0.0175,17.42,1.105,0.422,7.35,-34.62870334744132,-7.41,0.214,0.13,,,0.08704,0.4622,0.1403,134707.38,57741.496,19.44,6.97,497590.84,25092.2,13467.441
420855,0,1,0,112500.0,534204.0,41472.0,495000.0,0,2,0,1,0,0.00496,-15395,-1972.0,-4332.0,-4857,,0,5,2,2,0,0,0,0,9,,0.6387,0.4382,,,,,,,,,,,,-1,0.0,0.0,,1,0,0,0.0,0.0,1.0,1,20.0,3,,,0.4382,0.6387,0.5386,0.5386,0.01004,12.88,1.079,0.3687,4.75,-57.04868154158215,-7.31,0.128,0.3154,,,,0.5435,0.1372,146143.64,68061.766,21.52,7.484,598081.5,27372.56,13204.811
420856,0,0,1,157500.0,675000.0,24376.5,675000.0,0,0,0,1,0,0.0358,-12383,-4470.0,-6164.0,-3890,2.0,0,0,2,2,0,0,0,0,0,0.2542,0.668,0.6924,,,,,,,,,,,,-1,0.0,0.0,-1986.0,0,1,0,0.0,0.0,2.0,1,20.0,2,0.11755,3.254,0.2542,0.6924,0.538,0.668,0.04044,27.69,1.0,0.1548,4.285,-35.23489932885906,-12.72,0.361,0.3142,-0.0001615,-0.0004475,0.1604,0.4495,0.1478,177146.22,75291.04,19.2,7.562,532695.1,27155.541,13069.191
420857,0,1,0,189000.0,578619.0,29673.0,499500.0,0,0,1,1,0,0.03076,-10839,-1269.0,-147.0,-2105,,0,2,2,2,6,0,0,1,7,0.533,0.692,0.0957,,,,,,,,,,,,-1,0.0,0.0,-2634.0,1,0,0,0.0,0.0,1.0,1,20.0,2,0.0353,2.045,0.0957,0.692,0.4402,0.533,0.06354,19.5,1.158,0.157,3.06,-148.93617021276594,-17.44,0.11707,0.1942,,,0.243,0.5327,0.11676,183261.23,78526.88,21.25,8.1,655363.06,29427.523,14777.111
420858,0,1,0,67500.0,104256.0,11074.5,90000.0,1,1,1,1,0,0.03076,-9981,-1502.0,-1413.0,-2652,,0,1,2,2,6,0,0,0,7,0.8047,0.5933,0.56,0.0247,0.1034,0.0833,0.0261,0.0252,0.0833,0.025,0.987,0.1034,0.0833,0.0305,0,0.0,0.0,-378.0,1,0,0,0.0,0.0,1.0,1,20.0,2,0.2676,3.883,0.56,0.8047,0.653,0.5933,0.01173,9.414,1.158,0.1641,1.545,-44.940079893475364,-6.76,0.1505,0.2656,,,0.03787,0.531,0.1161,197622.56,101395.37,20.69,8.305,627814.9,30073.55,15815.895
420859,0,0,1,270000.0,1872517.5,65088.0,1710000.0,0,0,0,1,0,0.0358,-12792,-2592.0,-1235.0,-2198,14.0,1,-1,2,2,5,0,0,0,0,0.524,0.6665,0.5586,,,,,,,,,,,,-1,2.0,2.0,-601.0,0,1,0,0.0,0.0,0.0,1,20.0,2,0.1952,3.39,0.524,0.6665,0.583,0.5586,0.003685,28.77,1.095,0.2411,6.934,-104.20686993438827,-21.11,0.2025,0.1719,-0.001095,-0.0054,0.047,,,,,,,,,
420860,0,1,0,121500.0,790830.0,62613.0,675000.0,0,3,0,1,0,0.006306,-16558,,-411.0,-37,,0,-1,3,3,0,0,0,0,5,,0.007385,0.4758,,,,,,,,,,,,-1,0.0,0.0,-629.0,1,0,0,0.0,0.0,0.0,1,20.0,3,,,0.007385,0.4758,0.2416,0.2416,0.05487,12.63,1.172,0.515,6.508,,-7.336,,0.002235,,,0.038,,,,,,,,,
420861,0,1,0,157500.0,729792.0,35239.5,630000.0,0,2,0,1,0,0.01028,-9742,-802.0,-4256.0,-2387,,0,11,2,2,6,0,0,0,0,,0.10406,,0.0619,0.138,0.1667,0.0607,0.063,0.1667,0.0625,0.979,0.138,0.1667,0.0526,2,0.0,0.0,,0,1,0,,,,1,20.0,1,,,0.10406,0.10406,0.10406,0.10406,0.0,20.7,1.158,0.2238,4.633,-196.38403990024938,-16.17,0.08234,0.245,,,,0.3918,0.1427,129328.766,53665.773,18.67,6.082,417052.97,22118.795,11209.905
420862,0,0,1,292500.0,286704.0,18319.5,247500.0,0,0,0,1,0,0.00733,-12613,-3280.0,-6244.0,-4588,1.0,0,0,2,2,2,0,0,1,35,0.219,0.594,0.3792,,,,,,,,,,,,-1,0.0,0.0,-1798.0,0,1,0,0.0,0.0,1.0,1,20.0,2,0.04932,2.17,0.219,0.594,0.3975,0.3792,0.02365,15.65,1.158,0.0626,0.98,-89.14964949710455,-23.19,0.26,0.3638,-7.93e-05,-0.0003047,0.1426,0.4219,0.1388,177297.69,71265.73,20.2,7.906,553314.5,27336.88,12789.885
420863,0,1,1,112500.0,440784.0,28300.5,360000.0,0,0,2,0,0,0.00862,-8803,-1477.0,-3438.0,-1486,1.0,0,5,2,2,0,0,0,0,8,0.2408,0.437,,0.0742,0.069,0.3333,0.0759,0.0756,0.3333,0.0749,0.9824,0.069,0.3333,0.0794,2,0.0,0.0,-809.0,1,0,0,0.0,0.0,0.0,1,20.0,1,,,0.2408,0.437,0.3389,0.3389,0.009605,15.58,1.225,0.2515,3.918,-76.16790792146243,-12.78,0.1677,0.1688,-0.0001136,-0.000677,0.0919,0.3955,0.1007,117750.0,55144.13,19.23,1.823,288264.0,15456.0,8062.765
420864,0,0,0,157500.0,218938.5,26113.5,189000.0,0,2,2,0,0,0.01968,-15545,-2056.0,-8420.0,-4256,,0,0,2,2,5,0,0,0,0,,0.604,0.4084,,,,,,,,,,,,-1,1.0,1.0,-1798.0,1,0,0,0.0,0.0,3.0,1,20.0,3,,,0.4084,0.604,0.5063,0.5063,0.00959,8.38,1.158,0.1658,1.39,-76.60505836575875,-10.13,0.1322,0.2737,,,0.11566,0.517,0.1346,207975.0,74465.63,20.73,8.13,658836.0,30486.9,12940.201
420866,0,1,0,157500.0,708939.0,36328.5,612000.0,1,2,0,1,0,0.02516,-19063,-11140.0,-5716.0,-2600,,0,0,2,2,2,0,0,0,36,,0.0643,0.417,,,,,,,,,,,,-1,2.0,1.0,-501.0,1,0,0,0.0,0.0,0.0,1,20.0,4,,,0.0643,0.417,0.2407,0.2407,0.03111,19.52,1.158,0.2307,4.5,-14.148401006108516,-8.266,0.584,0.1364,,,0.02628,0.5464,0.1388,135323.78,51657.176,21.95,7.598,574790.0,25219.428,11680.699
420867,0,0,1,76500.0,495000.0,20556.0,495000.0,0,0,1,1,0,0.0264,-11123,-1377.0,-2176.0,-2609,6.0,0,3,2,2,6,0,0,1,0,0.392,0.6704,0.6626,,,,,,,,,,,,-1,0.0,0.0,-1365.0,0,0,0,0.0,0.0,0.0,0,0.0,2,0.1742,3.441,0.392,0.6704,0.575,0.6626,0.01675,24.08,1.0,0.2688,6.47,-55.55555555555556,-6.88,0.1238,0.2346,-0.0005393,-0.004356,0.12274,0.529,0.1306,341466.1,238014.23,20.67,8.305,786992.3,38770.965,20535.66
420868,0,1,1,112500.0,756000.0,33300.0,756000.0,0,3,0,1,0,0.02516,-21387,,-2004.0,-4417,8.0,0,-1,2,2,0,0,0,0,5,0.759,0.5938,,,,,,,,,,,,,-1,0.0,0.0,-33.0,1,0,0,,,,1,20.0,4,,,0.5938,0.759,0.6763,0.6763,0.00683,22.7,1.0,0.296,6.72,,-5.26,,0.2065,-0.000374,,0.001543,,,,,,,,,
420869,0,0,0,121500.0,290358.0,29749.5,256500.0,0,0,0,3,1,0.01884,-17957,-3008.0,-3230.0,-1483,,0,-1,2,2,4,0,0,0,0,,0.6353,0.539,0.0082,0.069,0.0417,0.0082,0.0084,0.0417,0.0083,0.9707,0.069,0.0417,0.0065,4,0.0,0.0,-692.0,0,1,0,0.0,0.0,2.0,1,20.0,3,,,0.539,0.6353,0.587,0.587,0.002316,9.76,1.132,0.2449,2.39,-40.405719986697704,-6.766,0.1675,0.0826,,,0.03854,,,,,,,,,
420870,0,1,0,180000.0,781920.0,34573.5,675000.0,0,1,1,1,0,0.0358,-20669,-12170.0,-1319.0,-4212,,0,1,2,2,1,0,0,0,1,,0.6953,0.731,,,,,,,,,,,,-1,0.0,0.0,-718.0,0,1,0,0.0,0.0,0.0,1,20.0,4,,,0.6953,0.731,0.7134,0.7134,0.0003176,22.61,1.158,0.192,4.344,-14.795331251027454,-8.71,0.5884,0.2037,,,0.03473,0.613,0.1279,195917.33,85045.414,23.84,8.01,779366.56,32063.34,15330.849
420871,0,1,0,112500.0,140746.5,16047.0,121500.0,0,0,1,0,0,0.01096,-10640,-1213.0,-2856.0,-3286,,0,-1,2,2,5,0,0,1,4,0.3137,0.6494,0.3186,0.0515,0.1034,0.1667,0.0417,0.0525,0.1667,0.052,0.979,0.1034,0.1667,0.0477,0,1.0,0.0,-365.0,0,1,0,0.0,0.0,3.0,1,20.0,2,0.06494,2.232,0.3137,0.6494,0.4272,0.3186,0.02469,8.77,1.158,0.1427,1.251,-92.74525968672712,-10.57,0.114,0.3088,,,0.0343,,,,,,,,,
420872,0,1,1,67500.0,272520.0,16803.0,225000.0,1,3,0,3,0,0.03256,-24045,,-10720.0,-407,1.0,0,-1,1,1,4,0,0,0,5,,0.33,,,,,,,,,,,,,-1,0.0,0.0,,0,0,0,,,,1,20.0,5,,,0.33,0.33,0.33,0.33,0.0,16.22,1.211,0.2489,4.04,,-2.807,,0.01692,-4.16e-05,,,,,,,,,,,
420873,0,1,1,180000.0,1350000.0,41904.0,1350000.0,0,2,0,1,0,0.0725,-17922,-8520.0,-7440.0,-1472,16.0,0,0,1,1,5,0,1,0,0,0.567,0.6543,0.7046,,,,,,,,,,,,-1,0.0,0.0,-1625.0,1,0,0,0.0,0.0,0.0,1,20.0,3,0.2615,3.902,0.567,0.7046,0.642,0.6543,0.003254,32.22,1.0,0.2328,7.5,-21.12924052118793,-10.05,0.4753,0.08215,-0.0008926,-0.001878,0.0907,0.539,0.1396,150794.03,69493.43,21.84,7.75,592446.06,26335.412,12759.716
420874,0,1,0,90000.0,729792.0,37390.5,630000.0,0,0,0,1,0,0.00485,-9941,-2884.0,-7616.0,-1063,,0,0,2,2,0,0,0,1,9,,0.404,,,,,,,,,,,,,-1,0.0,0.0,-276.0,1,0,0,0.0,0.0,0.0,1,20.0,2,,,0.404,0.404,0.404,0.404,0.0,19.52,1.158,0.4155,8.11,-31.206657420249652,-9.055,0.29,0.10693,,,0.02777,0.4622,0.1403,134707.38,57741.496,19.44,6.97,497590.84,25092.2,13467.441
420875,0,0,0,180000.0,537471.0,56569.5,495000.0,0,2,1,0,0,0.01968,-23538,-2456.0,-4840.0,-3983,,0,3,2,2,1,0,0,0,4,,0.1133,0.5063,0.0649,0.138,0.1667,0.0509,0.0662,0.1667,0.0656,0.9746,0.138,0.1667,0.0545,0,0.0,0.0,,1,0,0,0.0,0.0,0.0,1,20.0,4,,,0.1133,0.5063,0.3098,0.3098,0.03864,9.5,1.086,0.3142,2.986,-73.31975560081466,-7.65,0.1043,0.1692,,,,0.57,0.1231,277078.25,159533.56,23.64,8.63,800225.44,33963.617,15662.865
420876,0,1,0,405000.0,1755000.0,54603.0,1755000.0,0,3,0,1,0,0.00702,-21277,,-7196.0,-4290,,0,-1,2,2,1,0,0,0,5,,0.5015,0.4614,0.067,0.0966,0.2188,0.0839,0.063,0.1667,0.0625,0.998,0.1034,0.1875,0.0344,2,0.0,0.0,-1859.0,1,0,0,0.0,0.0,0.0,1,20.0,4,,,0.4614,0.5015,0.4814,0.4814,0.000401,32.16,1.0,0.1348,4.332,,-19.03,,0.2017,,,0.08734,,,,,,,,,
420878,0,0,1,225000.0,1057266.0,59166.0,945000.0,0,2,1,1,0,0.0358,-18507,-3476.0,-173.0,-2054,4.0,0,5,2,2,1,0,0,0,9,0.438,0.628,0.7583,,,,,,,,,,,,-1,0.0,0.0,-1927.0,1,0,0,0.0,0.0,1.0,1,20.0,4,0.2086,3.78,0.438,0.7583,0.6084,0.628,0.01732,17.88,1.119,0.263,4.7,-64.72957422324511,-12.16,0.1879,0.11096,-0.0002161,-0.001151,0.1041,0.5557,0.153,216514.28,90177.63,19.34,8.195,740330.7,40061.25,25060.484
420879,0,0,1,202500.0,733500.0,31207.5,733500.0,0,2,1,1,0,0.0358,-14241,-102.0,-497.0,-4662,8.0,1,0,2,2,2,0,0,1,0,0.2751,0.4844,0.521,,,,,,,,,,,,-1,0.0,0.0,-1383.0,1,0,0,0.0,0.0,0.0,1,20.0,2,0.0694,2.598,0.2751,0.521,0.4268,0.4844,0.01172,23.5,1.0,0.154,3.623,-1985.2941176470588,-14.22,0.007164,0.3274,-0.0005617,-0.0784,0.0971,0.4807,0.1348,207155.69,100913.71,19.16,7.54,563405.2,29365.11,14548.159
420880,0,1,0,135000.0,260640.0,20299.5,225000.0,0,2,1,0,0,0.00601,-19360,-649.0,-153.0,-2875,,0,1,2,2,6,0,0,0,1,,0.7314,0.683,0.0825,0.0345,0.4583,0.073,0.084,0.4583,0.0833,0.9834,0.0345,0.4583,0.1035,0,0.0,0.0,-302.0,1,0,0,0.0,0.0,0.0,1,20.0,4,,,0.683,0.7314,0.7075,0.7075,0.0005765,12.836,1.158,0.1504,1.931,-208.01232665639446,-6.973,0.0335,0.1486,,,0.0156,0.613,0.1279,195917.33,85045.414,23.84,8.01,779366.56,32063.34,15330.849
420881,0,1,0,279000.0,577147.5,24583.5,459000.0,0,0,0,3,0,0.01662,-18829,-2638.0,-4856.0,-11,,0,-1,2,2,1,0,0,0,0,,0.4524,0.628,0.0155,0.0345,0.1667,0.016,0.0158,0.1667,0.0156,0.971,0.0345,0.1667,0.0414,0,1.0,0.0,-382.0,0,1,0,0.0,0.0,0.0,1,20.0,4,,,0.4524,0.628,0.54,0.54,0.007713,23.48,1.258,0.08813,2.068,-105.76194086429113,-14.82,0.1401,0.000584,,,0.0203,,,,,,,,,
420882,0,1,1,270000.0,507469.5,40225.5,459000.0,0,0,1,1,0,0.01884,-13744,-1539.0,-829.0,-550,9.0,0,3,2,2,1,0,0,0,9,0.4746,0.7026,0.623,,,,,,,,,,,,-1,0.0,0.0,-1816.0,1,0,0,0.0,0.0,1.0,1,20.0,2,0.2076,3.52,0.4746,0.7026,0.6,0.623,0.00893,12.62,1.105,0.1489,1.88,-175.43859649122808,-19.64,0.112,0.04,-0.0006547,-0.005848,0.1321,0.5337,0.1276,236845.19,118071.89,20.33,7.387,665792.94,33117.492,16527.516
420883,0,0,1,112500.0,439074.0,23949.0,328500.0,0,0,0,1,0,0.01863,-11778,-2912.0,-5804.0,-4083,12.0,0,11,2,2,4,0,0,1,35,,0.3398,,,,,,,,,,,,,-1,0.0,0.0,,1,0,0,,,,1,20.0,2,,,0.3398,0.3398,0.3398,0.3398,0.0,18.33,1.337,0.2129,3.902,-38.61997940267765,-9.555,0.2473,0.3467,-0.001019,-0.00412,,0.395,0.1248,157357.5,44454.773,21.34,8.945,569810.25,26355.562,12907.498
420884,0,1,0,67500.0,312840.0,24844.5,247500.0,0,0,0,1,0,0.00712,-12276,-639.0,-4936.0,-3101,,0,5,2,2,6,0,1,0,9,0.2073,0.467,0.417,,,,,,,,,,,,-1,0.0,0.0,-259.0,1,0,0,0.0,0.0,0.0,1,20.0,2,0.0404,2.133,0.2073,0.467,0.3638,0.417,0.012665,12.59,1.264,0.3682,4.633,-105.63380281690141,-5.5,0.05206,0.2527,,,0.0211,0.473,0.1401,136597.86,59777.773,19.84,7.234,510303.8,25183.037,12457.119
420885,0,1,0,675000.0,1030680.0,57681.0,900000.0,0,2,1,1,0,0.0725,-17253,-3552.0,-4468.0,-758,,0,3,1,1,0,1,0,0,27,0.4897,0.743,0.2793,0.1342,0.0534,0.6343,0.135,0.0819,0.625,0.1135,0.9927,0.0345,0.625,0.1754,1,0.0,0.0,-961.0,1,0,0,0.0,0.0,0.0,1,20.0,3,0.1017,2.56,0.2793,0.743,0.504,0.4897,0.03598,17.88,1.1455,0.08545,1.527,-189.98029833943147,-39.12,0.2059,0.04395,,,0.0557,0.5933,0.0911,516864.06,1283964.9,23.45,8.71,861100.25,36591.223,26102.494
420886,0,1,0,135000.0,331920.0,14751.0,225000.0,0,3,0,3,0,0.02263,-22765,,-297.0,-4290,,0,-1,2,2,1,0,0,0,5,,0.656,,0.1486,0.138,0.3333,0.1506,0.1512,0.3333,0.1499,0.9844,0.138,0.3333,0.1486,2,0.0,0.0,-1802.0,1,0,0,,,,1,20.0,4,,,0.656,0.656,0.656,0.656,0.0,22.5,1.476,0.10925,2.459,,-5.93,,0.1885,,,0.07916,,,,,,,,,
